"filename", "language", "YAML", "Dart", "Markdown", "ApexLog", "C++", "XML", "JSON", "Swift", "HTML", "Gradle", "Properties", "Kotlin", "comment", "blank", "total"
"c:\Users\Admin\Documents\GitLab\voce\lib\models\autism_centre.dart", "Dart", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 34
"c:\Users\Admin\Documents\GitLab\voce\lib\models\autism_centre.g.dart", "Dart", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 22
"c:\Users\Admin\Documents\GitLab\voce\lib\models\caa_audio_record.dart", "Dart", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 30
"c:\Users\Admin\Documents\GitLab\voce\lib\models\caa_audio_record.g.dart", "Dart", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 26
"c:\Users\Admin\Documents\GitLab\voce\lib\models\caa_multimedia_content.dart", "Dart", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14
"c:\Users\Admin\Documents\GitLab\voce\lib\models\caa_table.dart", "Dart", 0, 142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 156
"c:\Users\Admin\Documents\GitLab\voce\lib\models\caa_table.g.dart", "Dart", 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 77
"c:\Users\Admin\Documents\GitLab\voce\lib\models\comunicative_session.dart", "Dart", 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 90
"c:\Users\Admin\Documents\GitLab\voce\lib\models\comunicative_session.g.dart", "Dart", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
"c:\Users\Admin\Documents\GitLab\voce\lib\models\constants\constant_graphics.dart", "Dart", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"c:\Users\Admin\Documents\GitLab\voce\lib\models\enums\grammatical_type.dart", "Dart", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\Users\Admin\Documents\GitLab\voce\lib\models\enums\image_context.dart", "Dart", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\Admin\Documents\GitLab\voce\lib\models\enums\patient_operation.dart", "Dart", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\Admin\Documents\GitLab\voce\lib\models\enums\social_story_view_type.dart", "Dart", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\Admin\Documents\GitLab\voce\lib\models\enums\table_format.dart", "Dart", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"c:\Users\Admin\Documents\GitLab\voce\lib\models\enums\table_operation.dart", "Dart", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\Admin\Documents\GitLab\voce\lib\models\enums\table_scope.dart", "Dart", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\Admin\Documents\GitLab\voce\lib\models\enums\table_sector_number.dart", "Dart", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\Admin\Documents\GitLab\voce\lib\models\enums\vocal_profile.dart", "Dart", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Users\Admin\Documents\GitLab\voce\lib\models\image.dart", "Dart", 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 50
"c:\Users\Admin\Documents\GitLab\voce\lib\models\image.g.dart", "Dart", 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 9, 77
"c:\Users\Admin\Documents\GitLab\voce\lib\models\image_imagebar.dart", "Dart", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 17
"c:\Users\Admin\Documents\GitLab\voce\lib\models\patient.dart", "Dart", 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11, 85
"c:\Users\Admin\Documents\GitLab\voce\lib\models\patient.g.dart", "Dart", 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 9, 89
"c:\Users\Admin\Documents\GitLab\voce\lib\models\social_story.dart", "Dart", 0, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 134
"c:\Users\Admin\Documents\GitLab\voce\lib\models\social_story.g.dart", "Dart", 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 49
"c:\Users\Admin\Documents\GitLab\voce\lib\models\synset.dart", "Dart", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 24
"c:\Users\Admin\Documents\GitLab\voce\lib\models\synset.g.dart", "Dart", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"c:\Users\Admin\Documents\GitLab\voce\lib\models\table_sector.dart", "Dart", 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 49
"c:\Users\Admin\Documents\GitLab\voce\lib\models\table_sector.g.dart", "Dart", 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 59
"c:\Users\Admin\Documents\GitLab\voce\lib\models\user.dart", "Dart", 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 50
"c:\Users\Admin\Documents\GitLab\voce\lib\models\user.g.dart", "Dart", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 29
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\auth_screens\login_screen.dart", "Dart", 0, 321, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16, 338
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\auth_screens\mbs\mb_create_centre.dart", "Dart", 0, 153, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 156
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\auth_screens\mbs\mb_error.dart", "Dart", 0, 121, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 130
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\auth_screens\mbs\mb_error_credentials.dart", "Dart", 0, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 110
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\auth_screens\mbs\mb_secret_code_error.dart", "Dart", 0, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 119
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\auth_screens\root_screen.dart", "Dart", 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 84
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\auth_screens\signup_screen.dart", "Dart", 0, 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 117
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\auth_screens\signup_screen_pages\default_tables_page.dart", "Dart", 0, 164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 3, 177
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\auth_screens\signup_screen_pages\user_centre_page.dart", "Dart", 0, 215, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 221
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\auth_screens\signup_screen_pages\user_data_page.dart", "Dart", 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 86
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\auth_screens\ui_components\autism_centre_item_list.dart", "Dart", 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 74
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\camera_screens\camera_screen.dart", "Dart", 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9, 64
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\communication_screens\communication_screen.dart", "Dart", 0, 112, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 15, 177
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\communication_screens\communication_screen_v2.dart", "Dart", 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 97
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\communication_screens\communication_setup_screen.dart", "Dart", 0, 298, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 307
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\communication_screens\mbs\mb_image_correction.dart", "Dart", 0, 174, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 183
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\communication_screens\mbs\mb_no_active_patient.dart", "Dart", 0, 156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 164
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\communication_screens\mbs\mb_no_active_table.dart", "Dart", 0, 148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 155
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\communication_screens\pages\operator_page.dart", "Dart", 0, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 94
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\communication_screens\pages\operator_page_edit.dart", "Dart", 0, 201, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 141, 10, 352
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\communication_screens\pages\operator_page_translate.dart", "Dart", 0, 172, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 181
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\communication_screens\pages\patient_page.dart", "Dart", 0, 98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11, 110
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\communication_screens\ui_components\btn_communication_menu.dart", "Dart", 0, 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 4, 126
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\communication_screens\ui_components\fast_table_selection_panel.dart", "Dart", 0, 169, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11, 182
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\communication_screens\ui_components\input_text.dart", "Dart", 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 79
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\communication_screens\ui_components\operator_image_bar.dart", "Dart", 0, 192, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 8, 236
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\communication_screens\ui_components\patient_image_bar.dart", "Dart", 0, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 117
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\communication_screens\ui_components\patient_list_item.dart", "Dart", 0, 134, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 139
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\communication_screens\ui_components\reordable_image_bar.dart", "Dart", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 29
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\communication_settings_screen\communication_settings_screen.dart", "Dart", 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 90
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\communication_settings_screen\ui_components\subject_selection.dart", "Dart", 0, 224, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 4, 286
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\communication_settings_screen\ui_components\system_settings.dart", "Dart", 0, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 131
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\communication_settings_screen\ui_components\table_card_component.dart", "Dart", 0, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 111
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\home_page\home_screen.dart", "Dart", 0, 378, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 13, 409
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\home_page\mbs\mb_add_new_patient.dart", "Dart", 0, 290, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 299
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\home_page\mbs\mb_user_profile.dart", "Dart", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\home_page\mbs\ui_components\dropdown_vocal_profile.dart", "Dart", 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 56
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\home_page\ui_components\patient_card.dart", "Dart", 0, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 105
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\home_page\ui_components\section_card.dart", "Dart", 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 69
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\multimedia_contents_screens\mbs\mb_audio_details.dart", "Dart", 0, 248, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 254
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\multimedia_contents_screens\mbs\mb_image_details.dart", "Dart", 0, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 101
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\multimedia_contents_screens\mbs\modal_create_image\mb_new_image.dart", "Dart", 0, 152, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 8, 198
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\multimedia_contents_screens\mbs\modal_create_image\pages\audio_link_page.dart", "Dart", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\multimedia_contents_screens\mbs\modal_create_image\pages\image_data_page.dart", "Dart", 0, 211, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8, 222
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\multimedia_contents_screens\mbs\modal_finalize_creation\mb_finalize_creation_image.dart", "Dart", 0, 129, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 138
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\multimedia_contents_screens\mbs\modal_image_creation_fault\mb_image_creation_fault.dart", "Dart", 0, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 93
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\multimedia_contents_screens\mbs\pages\page_image_content.dart", "Dart", 0, 221, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 228
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\multimedia_contents_screens\mbs\pages\page_image_info.dart", "Dart", 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 100
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\multimedia_contents_screens\multimedia_contents_screen.dart", "Dart", 0, 171, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 5, 182
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\multimedia_contents_screens\open_voce_pictograms_screen.dart", "Dart", 0, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 128
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\multimedia_contents_screens\pictograms_manager_screen.dart", "Dart", 0, 211, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 220
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\multimedia_contents_screens\ui_components\download_by_patient_panel.dart", "Dart", 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 108
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\multimedia_contents_screens\ui_components\filter_by_ownership_panel.dart", "Dart", 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 59
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\multimedia_contents_screens\ui_components\filter_by_patient_panel.dart", "Dart", 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 77
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\multimedia_contents_screens\ui_components\filter_panel.dart", "Dart", 0, 151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 158
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\multimedia_contents_screens\ui_components\patient_list_tile.dart", "Dart", 0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 60
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\patient_screens\mbs\mb_link_story.dart", "Dart", 0, 178, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 185
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\patient_screens\mbs\mb_link_table.dart", "Dart", 0, 163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 169
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\patient_screens\pages\caa_tables_page.dart", "Dart", 0, 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 110
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\patient_screens\pages\patient_dashboard_page.dart", "Dart", 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 81
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\patient_screens\pages\social_stories_page.dart", "Dart", 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 56
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\patient_screens\patient_details_screen.dart", "Dart", 0, 135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 140
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\patient_screens\ui_components\patient_info_card.dart", "Dart", 0, 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 113
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\patient_screens\ui_components\patient_stories_management_card.dart", "Dart", 0, 139, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 143
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\patient_screens\ui_components\patient_tables_management_card.dart", "Dart", 0, 190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 194
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\patient_screens\ui_components\story_linl_list_item.dart", "Dart", 0, 137, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 143
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\patient_screens\ui_components\table_link_list_item.dart", "Dart", 0, 138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 144
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\print_screens\print_screen.dart", "Dart", 0, 148, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 17, 187
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\social_stories_screens\mbs\mb_translation_fix.dart", "Dart", 0, 195, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 204
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\social_stories_screens\open_voce_social_stories_screen.dart", "Dart", 0, 185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 193
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\social_stories_screens\social_stories_screen.dart", "Dart", 0, 295, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 302
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\social_stories_screens\social_story_communication_screens\printable_comunication.dart", "Dart", 0, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 90
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\social_stories_screens\social_story_communication_screens\social_story_comm_detail_screen.dart", "Dart", 0, 173, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11, 186
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\social_stories_screens\social_story_communication_screens\social_story_communication_screen.dart", "Dart", 0, 134, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 7, 173
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\social_stories_screens\social_story_communication_screens\social_story_communication_setup_screen.dart", "Dart", 0, 264, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 273
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\social_stories_screens\social_story_communication_screens\ui_components\social_story_patient_selection_card.dart", "Dart", 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 86
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\social_stories_screens\social_story_creation_screen.dart", "Dart", 0, 266, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 13, 300
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\social_stories_screens\social_story_edit_pages\social_story_edit_content.dart", "Dart", 0, 184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 12, 217
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\social_stories_screens\social_story_edit_pages\social_story_edit_data.dart", "Dart", 0, 294, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 301
"c:\Users\Admin\Documents\GitLab\voce\lib\screens\social_stories_screens\social_story_edit_pages\social_story_translate_panel.dart", "Dart", 0, 138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 4, 168
